GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,01/04/2014 12:00:00 AM,2400 S CONGRESS AVE                                                                                 ,01/08/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,08/06/2014 12:00:00 AM,1105 WEATHERS LN                                                                                    ,08/07/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,10/11/2014 12:00:00 AM,11724 RESEARCH BLVD SVRD SB                                                                         ,10/21/2014 12:00:00 AM,78759.0
THEFT                         ,Theft: All Other Larceny,02/26/2014 12:00:00 AM,7501 W US 290 HWY                                                                                   ,03/04/2014 12:00:00 AM,78749.0
AUTO THEFT                    ,Auto Theft,11/19/2014 12:00:00 AM,4001 N LAMAR BLVD                                                                                   ,11/20/2014 12:00:00 AM,78751.0
THEFT                         ,Theft: All Other Larceny,03/11/2014 12:00:00 AM,12860 N US 183 HWY SVRD SB                                                                          ,05/27/2014 12:00:00 AM,78750.0
RAPE                          ,Rape,07/28/2014 12:00:00 AM,,09/10/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,12/05/2014 12:00:00 AM,1406 W 6TH ST                                                                                       ,12/31/2014 12:00:00 AM,78703.0
THEFT                         ,Theft: All Other Larceny,06/23/2014 12:00:00 AM,5017 W US 290 HWY SVRD EB                                                                           ,06/25/2014 12:00:00 AM,78749.0
THEFT                         ,Theft: All Other Larceny,02/11/2014 12:00:00 AM,3424 W WILLIAM CANNON DR                                                                            ,02/14/2014 12:00:00 AM,78745.0
THEFT FROM BUILDING           ,Theft: from Building,09/25/2014 12:00:00 AM,403 E 6TH ST                                                                                        ,10/27/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/23/2014 12:00:00 AM,2200 S PLEASANT VALLEY RD                                                                           ,05/27/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/31/2014 12:00:00 AM,N IH 35 SVRD SB / E 3RD ST                                                                          ,12/17/2014 12:00:00 AM,78701.0
THEFT                         ,Theft: All Other Larceny,11/24/2014 12:00:00 AM,56 EAST AVE                                                                                         ,12/08/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/13/2014 12:00:00 AM,7410 MC NEIL DR                                                                                     ,01/14/2014 12:00:00 AM,78729.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,04/10/2014 12:00:00 AM,1030 NORWOOD PARK BLVD                                                                              ,05/19/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/26/2014 12:00:00 AM,1201 GROVE BLVD                                                                                     ,01/29/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,09/24/2014 12:00:00 AM,8575 RED WILLOW DR                                                                                  ,09/25/2014 12:00:00 AM,78736.0
THEFT                         ,Theft: All Other Larceny,08/18/2014 12:00:00 AM,3600 PRESIDENTIAL BLVD                                                                              ,08/20/2014 12:00:00 AM,78719.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/10/2014 12:00:00 AM,110 E SKYVIEW RD                                                                                    ,12/09/2014 12:00:00 AM,78752.0
THEFT                         ,Theft: All Other Larceny,06/14/2014 12:00:00 AM,1201 W 38TH ST                                                                                      ,06/17/2014 12:00:00 AM,78705.0
THEFT OF AUTO PARTS           ,Theft: Auto Parts,08/27/2014 12:00:00 AM,401 ROWLAND DR                                                                                      ,08/28/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/05/2014 12:00:00 AM,5900 BOLM RD                                                                                        ,05/05/2014 12:00:00 AM,78721.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,11/25/2014 12:00:00 AM,1030 NORWOOD PARK BLVD                                                                              ,11/26/2014 12:00:00 AM,78753.0
THEFT                         ,Theft: All Other Larceny,10/07/2014 12:00:00 AM,1421 W WELLS BRANCH PKWY                                                                            ,10/17/2014 12:00:00 AM,78660.0
THEFT                         ,Theft: All Other Larceny,07/01/2014 12:00:00 AM,3500 JEFFERSON ST                                                                                   ,10/08/2014 12:00:00 AM,78731.0
THEFT                         ,Theft: All Other Larceny,05/01/2014 12:00:00 AM,5416 EVANS AVE                                                                                      ,05/26/2014 12:00:00 AM,78751.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/15/2014 12:00:00 AM,2215 HOLLY ST                                                                                       ,04/02/2014 12:00:00 AM,78702.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/12/2014 12:00:00 AM,1137 GUNTER ST                                                                                      ,08/19/2014 12:00:00 AM,78721.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",06/27/2014 12:00:00 AM,614 HAMMACK DR                                                                                      ,07/07/2014 12:00:00 AM,78752.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",07/10/2014 12:00:00 AM,2501 HOWELLWOOD WAY                                                                                 ,07/14/2014 12:00:00 AM,78748.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,11/12/2014 12:00:00 AM,1201 W 38TH ST                                                                                      ,11/14/2014 12:00:00 AM,78705.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,06/30/2014 12:00:00 AM,400 E 6TH ST                                                                                        ,07/04/2014 12:00:00 AM,78701.0
AUTO THEFT                    ,Auto Theft,11/19/2014 12:00:00 AM,9300 NORTHGATE BLVD                                                                                 ,11/20/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/19/2014 12:00:00 AM,11019 CALLE VERDE DR                                                                                ,03/20/2014 12:00:00 AM,78759.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,03/04/2014 12:00:00 AM,910 N MEADOWS DR                                                                                    ,03/05/2014 12:00:00 AM,78758.0
THEFT                         ,Theft: All Other Larceny,01/04/2014 12:00:00 AM,1000 E 41ST ST                                                                                      ,01/17/2014 12:00:00 AM,78751.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/27/2014 12:00:00 AM,12138 N LAMAR BLVD                                                                                  ,03/28/2014 12:00:00 AM,78758.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,06/16/2014 12:00:00 AM,9414 N LAMAR BLVD                                                                                   ,06/22/2014 12:00:00 AM,78758.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,08/13/2014 12:00:00 AM,1660 E 51ST ST                                                                                      ,08/14/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/14/2014 12:00:00 AM,1800 E STASSNEY LN                                                                                  ,10/22/2014 12:00:00 AM,78744.0
ROBBERY BY ASSAULT            ,Robbery,07/06/2014 12:00:00 AM,1014 LITTLE ELM PARK                                                                                ,08/27/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,04/13/2014 12:00:00 AM,14813 THATCHER DR                                                                                   ,04/14/2014 12:00:00 AM,78717.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,12/01/2014 12:00:00 AM,6808 N LAMAR BLVD                                                                                   ,12/05/2014 12:00:00 AM,78757.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",11/25/2014 12:00:00 AM,3307 CATALINA DR                                                                                    ,12/03/2014 12:00:00 AM,78741.0
AUTO THEFT                    ,Auto Theft,05/24/2014 12:00:00 AM,12327 LITTLE FATIMA LN                                                                              ,05/28/2014 12:00:00 AM,78753.0
AUTO THEFT                    ,Auto Theft,09/01/2014 12:00:00 AM,1034 CLAYTON LN                                                                                     ,09/02/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/19/2014 12:00:00 AM,9101 WALL ST                                                                                        ,09/25/2014 12:00:00 AM,78754.0
THEFT OF AUTO PARTS           ,Theft: Auto Parts,09/11/2014 12:00:00 AM,7500 BENNETT AVE                                                                                    ,09/11/2014 12:00:00 AM,78752.0
THEFT                         ,Theft: All Other Larceny,05/17/2014 12:00:00 AM,2100 BARTON SPRINGS RD                                                                              ,,78746.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,12/29/2014 12:00:00 AM,1044 NORWOOD PARK BLVD                                                                              ,12/30/2014 12:00:00 AM,78753.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",01/09/2014 12:00:00 AM,4315 S 1ST ST                                                                                       ,01/16/2014 12:00:00 AM,78745.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",12/11/2014 12:00:00 AM,2001 FARO DR                                                                                        ,12/13/2014 12:00:00 AM,78741.0
